speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Species,Fresh,Brack,SynOC,SynGenus,SynSpecies,Author,Year,SynonymsRef,SyncodeValid,LastEpithet,Comment,Etymology,ETYFish,ETYFishURL,Valid,ValidTax,Synonymy,SynonymyDetail,Combination,OriginalPub,Misspelling,MisspellingDetail,NounApposition,Protonym,Basionym,StatusOrder,RankSearch,CommentTax,GSDOriginal,GSDStatus,GSDVersionDate,GSDExpert,CAS_SPC,CAS_REF_NO,CoL,ION_ID,Entered,DateEntered,Modified,DateModified,Expert,DateChecked,TS,synonym_base,synonym_sub,fishbaseValid
Distichodus lusosso,accepted name,11195,Distichodus lusosso,Teleostei,Characiformes,Distichodontidae,Distichodus,Longsnout distichodus,TRUE,lusosso,1,0,34388,Distichodus,lusosso,"Schilthuis, 1891",1891,7094,NA,lusosso,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27204,1,NA,1,1,2021-02-01T00:00:00Z,303,3702,3925,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,3,1994-08-14T00:00:00Z,NA,Distichodus lusosso,Distichodus lusosso lusosso,Distichodus lusosso
Distichodus leptorhynchus,synonym,11195,Distichodus lusosso,Teleostei,Characiformes,Distichodontidae,Distichodus,Longsnout distichodus,TRUE,lusosso,1,0,20586,Distichodus,leptorhynchus,"Boulenger, 1897",1897,7094,NA,leptorhynchus,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27208,4,NA,1,1,2021-02-01T00:00:00Z,303,3704,14629,1,NA,34,1995-01-18T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus leptorhynchus,Distichodus leptorhynchus leptorhynchus,Distichodus lusosso
Distichodus lusoso,synonym,11195,Distichodus lusosso,Teleostei,Characiformes,Distichodontidae,Distichodus,Longsnout distichodus,TRUE,lusosso,1,0,34388,Distichodus,lusoso,"Schilthuis, 1891",1891,7094,NA,lusoso,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,NA,0,0,0,27205,NA,NA,0,9,NA,NA,3702,3925,0,NA,393,2015-08-03T00:00:00Z,NA,2015-08-03T00:00:00Z,NA,NA,NA,Distichodus lusoso,Distichodus lusoso lusoso,Distichodus lusosso
Distichodus lussosso,synonym,11195,Distichodus lusosso,Teleostei,Characiformes,Distichodontidae,Distichodus,Longsnout distichodus,TRUE,lusosso,1,0,34388,Distichodus,lussosso,"Schilthuis, 1891",1891,51193,NA,lussosso,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,27206,NA,NA,0,9,NA,NA,3702,3925,0,NA,1307,2013-07-09T21:28:21Z,303,2013-07-10T00:00:00Z,NA,NA,NA,Distichodus lussosso,Distichodus lussosso lussosso,Distichodus lusosso
Distichodus lussusso,synonym,11195,Distichodus lusosso,Teleostei,Characiformes,Distichodontidae,Distichodus,Longsnout distichodus,TRUE,lusosso,1,0,34388,Distichodus,lussusso,"Schilthuis, 1891",1891,45434,NA,lussusso,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,27207,NA,NA,0,9,NA,NA,3702,3925,0,NA,1307,2013-07-09T18:37:41Z,303,2013-07-10T00:00:00Z,NA,NA,NA,Distichodus lussusso,Distichodus lussusso lussusso,Distichodus lusosso
Distichodus maculatus,accepted name,11196,Distichodus maculatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Spotted citharinid,TRUE,maculatus,1,0,34389,Distichodus,maculatus,"Boulenger, 1898",1898,7094,NA,maculatus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,0,1,27218,1,NA,1,1,2021-02-01T00:00:00Z,303,4398,4864,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus maculatus,Distichodus maculatus maculatus,Distichodus maculatus
Distichodus maculates,synonym,11196,Distichodus maculatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Spotted citharinid,TRUE,maculatus,1,0,34389,Distichodus,maculates,"Boulenger, 1898",1898,78699,NA,maculates,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,27219,NA,"To check:  Nicolas:  Paris, spelling in Ref. 78699. And CofF.",0,0,NA,NA,4398,4864,0,NA,1307,2013-07-16T19:53:17Z,303,2014-03-06T00:00:00Z,NA,NA,NA,Distichodus maculates,Distichodus maculates maculates,Distichodus maculatus
Distichodus mbiniensis,accepted name,69817,Distichodus mbiniensis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,mbiniensis,1,0,177026,Distichodus,mbiniensis,"Schmidt, Knobloch & Barrientos, 2021",2021,127217,NA,mbiniensis,NA,The specific epithet refers to the Mbini River which is the Ndowe name for the Rio Wele; the Ndowe are Bantu-speaking people that live along the coastal region in Equatorial Guinea (Ref. 127217).,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,0,27235,1,NA,1,1,2021-06-07T00:00:00Z,303,76530,38247,0,NA,675,2021-08-16T00:00:00Z,675,2022-09-06T00:00:00Z,NA,NA,NA,Distichodus mbiniensis,Distichodus mbiniensis mbiniensis,Distichodus mbiniensis
Distichodus microps,accepted name,69816,Distichodus microps,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,microps,1,0,177027,Distichodus,microps,"Schmidt, Knobloch & Barrientos, 2021",2021,127217,NA,microps,NA,"The specific epithet is a combination of the Greek ""micro"" and ""ops"" and refers to the small eye relative to the snout and head length (Ref. 127217).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,0,27236,NA,NA,1,1,2021-06-07T00:00:00Z,303,76531,38247,0,NA,675,2021-08-16T00:00:00Z,675,2022-09-06T00:00:00Z,NA,NA,NA,Distichodus microps,Distichodus microps microps,Distichodus microps
Distichodus mossambicus,accepted name,11197,Distichodus mossambicus,Teleostei,Characiformes,Distichodontidae,Distichodus,Nkupe,TRUE,mossambicus,1,0,34390,Distichodus,mossambicus,"Peters, 1852",1852,7094,NA,mossambicus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27184,1,NA,1,1,2021-02-01T00:00:00Z,303,3705,18539,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-08-01T00:00:00Z,NA,Distichodus mossambicus,Distichodus mossambicus mossambicus,Distichodus mossambicus
Distichodus macrolepis,synonym,11197,Distichodus mossambicus,Teleostei,Characiformes,Distichodontidae,Distichodus,Nkupe,TRUE,mossambicus,1,0,15319,Distichodus,macrolepis,"Günther, 1864",1864,7248,NA,macrolepis,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27185,4,NA,1,1,2021-02-01T00:00:00Z,303,29827,1974,1,NA,34,1994-08-01T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-01-18T00:00:00Z,NA,Distichodus macrolepis,Distichodus macrolepis macrolepis,Distichodus mossambicus
Distichodus nefasch,accepted name,11179,Distichodus nefasch,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,nefasch,1,0,164040,Distichodus,nefasch,"(Bonnaterre, 1788)",1788,83466,NA,nefasch,NA,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,27176,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,49706,4940,1,NA,303,2010-05-11T00:00:00Z,NA,2010-05-11T00:00:00Z,NA,NA,NA,Distichodus nefasch,Distichodus nefasch nefasch,Distichodus nefasch
Distichodus niloticus,synonym,11179,Distichodus nefasch,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,nefasch,1,0,20577,Distichodus,niloticus,"(Hasselquist, 1762)",1762,83466,NA,niloticus,NA,NA,NA,NA,0,0,other,suppressed,new combination,0,0,NA,0,0,0,27179,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,29828,18250,1,NA,34,1994-06-20T00:00:00Z,303,2010-05-11T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus niloticus,Distichodus niloticus niloticus,Distichodus nefasch
Distichodus rudolphi,synonym,11179,Distichodus nefasch,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,nefasch,1,0,170826,Distichodus,rudolphi,"Günther, 1896",1896,7094,NA,rudolphi,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,27181,NA,NA,1,1,2021-02-01T00:00:00Z,303,29832,14606,0,NA,1307,2016-01-08T17:35:10Z,NA,2016-01-08T17:35:10Z,NA,NA,NA,Distichodus rudolphi,Distichodus rudolphi rudolphi,Distichodus nefasch
Salmo aegyptius,synonym,11179,Distichodus nefasch,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,nefasch,1,0,20578,Salmo,aegyptius,"Gmelin, 1789",1789,83466,NA,aegyptius,ex Forsskål.  Year from Eschmeyer (CofF ver. May 2010: Ref. 84081).,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,27180,4,NA,1,1,2021-02-01T00:00:00Z,303,29830,18139,1,NA,34,1995-01-18T00:00:00Z,303,2010-05-11T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Salmo aegyptius,Salmo aegyptius aegyptius,Distichodus nefasch
Salmo nefasch,synonym,11179,Distichodus nefasch,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,nefasch,1,0,164040,Salmo,nefasch,"Bonnaterre, 1788",1788,83466,NA,nefasch,ex Forsskål.  See nomenclatural details in Eschmeyer (CofF ver. May 2010: Ref. 84081).,NA,NA,NA,0,0,senior synonym,NA,original combination,1,0,NA,0,0,1,27177,2,NA,1,1,2021-02-01T00:00:00Z,303,49706,4940,1,NA,303,2010-05-11T00:00:00Z,NA,2010-05-11T00:00:00Z,NA,NA,NA,Salmo nefasch,Salmo nefasch nefasch,Distichodus nefasch
Salmo niloticus,synonym,11179,Distichodus nefasch,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,nefasch,1,0,20577,Salmo,niloticus,"Hasselquist, 1762",1762,83466,NA,niloticus,See taxonomic and nomenclatural details in Eschmeyer (CofF ver. May 2010: Ref. 84081).,NA,NA,NA,0,0,other,suppressed,original combination,1,0,NA,0,0,1,27178,255,Not found in CofF 23 July 2014 online version,1,1,2021-02-01T00:00:00Z,303,29828,18250,1,NA,34,1995-01-18T00:00:00Z,303,2014-08-27T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Salmo niloticus,Salmo niloticus niloticus,Distichodus nefasch
Distichodus noboli,accepted name,11198,Distichodus noboli,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,noboli,1,0,34391,Distichodus,noboli,"Boulenger, 1899",1899,7094,NA,noboli,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27221,1,NA,1,1,2021-02-01T00:00:00Z,303,3706,549,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus noboli,Distichodus noboli noboli,Distichodus noboli
Distichodus notospilus,accepted name,11199,Distichodus notospilus,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,notospilus,1,0,34392,Distichodus,notospilus,"Günther, 1867",1867,7094,NA,notospilus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27199,1,NA,1,1,2021-02-01T00:00:00Z,303,3707,1989,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus notospilus,Distichodus notospilus notospilus,Distichodus notospilus
Distichodus petersii,accepted name,11200,Distichodus petersii,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,petersii,1,0,34393,Distichodus,petersii,"Pfeffer, 1896",1896,7094,NA,petersii,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27210,1,NA,1,1,2021-02-01T00:00:00Z,303,3708,14617,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus petersii,Distichodus petersii petersii,Distichodus petersii
Distichodus albini,synonym,11200,Distichodus petersii,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,petersii,1,0,20588,Distichodus,albini,"Steindachner, 1914",1914,7094,NA,albini,Year from Eschmeyer (CofF 1998: Ref. 26282).,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27211,4,NA,1,1,2021-02-01T00:00:00Z,303,3709,18910,1,NA,34,1995-01-18T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus albini,Distichodus albini albini,Distichodus petersii
Distichodus polli,accepted name,69108,Distichodus polli,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,polli,1,0,174203,Distichodus,polli,"Abwe, Snoeks, Chocha Manda & Vreven, 2019",2019,122090,NA,polli,NA,"The species is named in honour of Prof. Max Poll (1908-1991) in recognition of his outstanding work on the freshwater fishes from Africa in general and from the Congo basin in particular; during his field trip on the Bushimaie River in 1956, Poll collected the two largest specimens of <i>Distichodus polli</i>, the smaller of which has been designated as the holotype (Ref. 122090).",NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,1,1,27234,NA,NA,1,1,2021-02-01T00:00:00Z,303,75872,36905,0,NA,675,2020-06-16T21:30:35Z,675,2020-06-17T17:27:16Z,NA,NA,NA,Distichodus polli,Distichodus polli polli,Distichodus polli
Distichodus rostratus,accepted name,2406,Distichodus rostratus,Teleostei,Characiformes,Distichodontidae,Distichodus,Grass-eater,TRUE,rostratus,1,0,29918,Distichodus,rostratus,"Günther, 1864",1864,272,NA,rostratus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27191,1,NA,1,1,2021-02-01T00:00:00Z,303,3710,1974,1,NA,3,1991-03-05T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-08-22T00:00:00Z,NA,Distichodus rostratus,Distichodus rostratus rostratus,Distichodus rostratus
Distichodus martini,synonym,2406,Distichodus rostratus,Teleostei,Characiformes,Distichodontidae,Distichodus,Grass-eater,TRUE,rostratus,1,0,5193,Distichodus,martini,"Steindachner, 1870",1870,2936,NA,martini,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27192,4,NA,1,1,2021-02-01T00:00:00Z,303,29865,18768,1,NA,22,1992-03-23T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-01-18T00:00:00Z,NA,Distichodus martini,Distichodus martini martini,Distichodus rostratus
Distichodus rufigiensis,accepted name,11202,Distichodus rufigiensis,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,rufigiensis,1,0,34394,Distichodus,rufigiensis,"Norman, 1922",1922,7094,NA,rufigiensis,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27225,1,NA,1,1,2021-02-01T00:00:00Z,303,3711,15358,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus rufigiensis,Distichodus rufigiensis rufigiensis,Distichodus rufigiensis
Distichodus schenga,accepted name,11203,Distichodus schenga,Teleostei,Characiformes,Distichodontidae,Distichodus,Chessa,TRUE,schenga,1,0,34395,Distichodus,schenga,"Peters, 1852",1852,7094,NA,schenga,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,0,1,27186,1,NA,1,1,2021-02-01T00:00:00Z,303,3712,18539,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1994-08-01T00:00:00Z,NA,Distichodus schenga,Distichodus schenga schenga,Distichodus schenga
Distichodus shenga,synonym,11203,Distichodus schenga,Teleostei,Characiformes,Distichodontidae,Distichodus,Chessa,TRUE,schenga,1,0,34395,Distichodus,shenga,"Peters, 1852",1852,52193,NA,shenga,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,1,ISSsp,0,0,0,27187,255,NA,0,9,NA,NA,3712,18539,0,NA,1307,2011-03-21T20:37:32Z,303,2011-04-14T00:00:00Z,NA,NA,NA,Distichodus shenga,Distichodus shenga shenga,Distichodus schenga
Distichodus sexfasciatus,accepted name,10787,Distichodus sexfasciatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Sixbar distichodus,TRUE,sexfasciatus,1,0,34158,Distichodus,sexfasciatus,"Boulenger, 1897",1897,7094,NA,sexfasciatus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27212,1,NA,1,1,2021-02-01T00:00:00Z,303,3713,14629,1,NA,10,1994-06-14T00:00:00Z,303,2006-02-10T00:00:00Z,3,1994-08-14T00:00:00Z,NA,Distichodus sexfasciatus,Distichodus sexfasciatus sexfasciatus,Distichodus sexfasciatus
Distichodus tanganicae,synonym,10787,Distichodus sexfasciatus,Teleostei,Characiformes,Distichodontidae,Distichodus,Sixbar distichodus,TRUE,sexfasciatus,1,0,20574,Distichodus,tanganicae,"Worthington & Ricardo, 1937",1937,7094,NA,tanganicae,Year from Eschmeyer (CofF 1998: Ref. 26282).,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27213,4,NA,1,1,2021-02-01T00:00:00Z,303,3714,15306,1,NA,34,1995-01-18T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Distichodus tanganicae,Distichodus tanganicae tanganicae,Distichodus sexfasciatus
Distichodus teugelsi,accepted name,64700,Distichodus teugelsi,Teleostei,Characiformes,Distichodontidae,Distichodus,NA,TRUE,teugelsi,1,0,161985,Distichodus,teugelsi,"Mamonekene & Vreven, 2008",2008,78699,NA,teugelsi,NA,"Named in memory of the late Guy Teugels (1954-2003), the first promoter of the project that resulted in the collection of this species.",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27229,1,NA,1,1,2021-02-01T00:00:00Z,303,70627,29866,1,NA,1307,2008-10-27T20:49:45Z,303,2010-08-12T00:00:00Z,NA,NA,NA,Distichodus teugelsi,Distichodus teugelsi teugelsi,Distichodus teugelsi
Dundocharax bidentatus,accepted name,11204,Dundocharax bidentatus,Teleostei,Characiformes,Distichodontidae,Dundocharax,NA,TRUE,bidentatus,1,0,34396,Dundocharax,bidentatus,"Poll, 1967",1967,7094,NA,bidentatus,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27401,1,NA,1,1,2021-02-01T00:00:00Z,303,4497,3528,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Dundocharax bidentatus,Dundocharax bidentatus bidentatus,Dundocharax bidentatus
Neolebias bidentatus,synonym,11204,Dundocharax bidentatus,Teleostei,Characiformes,Distichodontidae,Dundocharax,NA,TRUE,bidentatus,1,0,34396,Neolebias,bidentatus,"(Poll, 1967)",1967,7094,NA,bidentatus,In Vari 1979.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,27402,3,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,4497,3528,1,NA,34,1995-01-18T00:00:00Z,113,2006-08-15T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Neolebias bidentatus,Neolebias bidentatus bidentatus,Dundocharax bidentatus
Eugnathichthys eetveldii,accepted name,11205,Eugnathichthys eetveldii,Teleostei,Characiformes,Distichodontidae,Eugnathichthys,NA,TRUE,eetveldii,1,0,34397,Eugnathichthys,eetveldii,"Boulenger, 1898",1898,7094,NA,eetveldii,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,0,0,NA,0,0,0,27376,1,NA,1,1,2021-02-01T00:00:00Z,303,4252,4864,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Eugnathichthys eetveldii,Eugnathichthys eetveldii eetveldii,Eugnathichthys eetveldii
Eugnathichthys intermedius,synonym,11205,Eugnathichthys eetveldii,Teleostei,Characiformes,Distichodontidae,Eugnathichthys,NA,TRUE,eetveldii,1,0,20591,Eugnathichthys,intermedius,"Pappenheim, 1914",1914,7094,NA,intermedius,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27377,4,NA,1,1,2021-02-01T00:00:00Z,303,3715,18518,1,NA,34,1995-01-18T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Eugnathichthys intermedius,Eugnathichthys intermedius intermedius,Eugnathichthys eetveldii
Eugnathichthys macroterolepis,accepted name,11206,Eugnathichthys macroterolepis,Teleostei,Characiformes,Distichodontidae,Eugnathichthys,NA,TRUE,macroterolepis,1,0,34398,Eugnathichthys,macroterolepis,"Boulenger, 1899",1899,7094,NA,macroterolepis,NA,NA,NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27378,1,NA,1,1,2021-02-01T00:00:00Z,303,3716,549,1,NA,34,1994-06-21T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-12-11T00:00:00Z,NA,Eugnathichthys macroterolepis,Eugnathichthys macroterolepis macroterolepis,Eugnathichthys macroterolepis
Eugnathichthys virgatus,accepted name,67154,Eugnathichthys virgatus,Teleostei,Characiformes,Distichodontidae,Eugnathichthys,NA,TRUE,virgatus,1,0,168839,Eugnathichthys,virgatus,"Stiassny, Denton & Monsembula Iyaba, 2013",2013,94471,NA,virgatus,NA,"This species is named <i>virgatus</i>, from the Latin, in reference to the conspicuous midlateral band or streak forming the characteristic pigmentation patterning of the species in life and in preservation (Ref. 94471).",NA,NA,1,1,senior synonym,NA,original combination,1,0,NA,0,1,1,27379,NA,NA,1,1,2021-02-01T00:00:00Z,303,72870,32812,0,NA,675,2013-11-22T16:53:43Z,675,2013-11-22T18:35:01Z,NA,NA,NA,Eugnathichthys virgatus,Eugnathichthys virgatus virgatus,Eugnathichthys virgatus
Ichthyborus besse,accepted name,5251,Ichthyborus besse,Teleostei,Characiformes,Distichodontidae,Ichthyborus,NA,TRUE,besse,1,0,5185,Ichthyborus,besse,"(Joannis, 1835)",1835,2936,NA,besse,In Günther 1864.,NA,NA,NA,1,1,senior synonym,NA,new combination,0,0,NA,0,0,0,27237,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,3727,2355,1,NA,22,1992-03-23T00:00:00Z,10,2012-11-02T00:00:00Z,675,2012-11-02T00:00:00Z,NA,Ichthyborus besse,Ichthyborus besse besse,Ichthyborus besse
Characinus besse,synonym,5251,Ichthyborus besse,Teleostei,Characiformes,Distichodontidae,Ichthyborus,NA,TRUE,besse,1,0,5185,Characinus,besse,"Joannis, 1835",1835,2936,NA,besse,NA,NA,NA,NA,0,0,senior synonym,NA,original combination,0,0,NA,0,0,0,27238,2,NA,1,1,2021-02-01T00:00:00Z,303,3727,2355,1,NA,22,1992-03-23T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-01-18T00:00:00Z,NA,Characinus besse,Characinus besse besse,Ichthyborus besse
Ichthyborus besse besse,synonym,5251,Ichthyborus besse,Teleostei,Characiformes,Distichodontidae,Ichthyborus,NA,TRUE,besse,1,0,5185,Ichthyborus,besse besse,"(Joannis, 1835)",1835,2936,NA,besse,NA,NA,NA,NA,0,0,senior synonym,NA,new combination,0,0,NA,0,0,0,27239,1,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,3727,2355,1,NA,22,1992-03-23T00:00:00Z,10,2012-11-02T00:00:00Z,675,2012-11-02T00:00:00Z,NA,Ichthyborus besse besse,Ichthyborus besse besse besse,Ichthyborus besse
Ichthyborus microlepis,synonym,5251,Ichthyborus besse,Teleostei,Characiformes,Distichodontidae,Ichthyborus,NA,TRUE,besse,1,0,5187,Ichthyborus,microlepis,"Günther, 1864",1864,2936,NA,microlepis,NA,NA,NA,NA,0,0,junior synonym,NA,original combination,1,0,NA,0,0,1,27241,4,NA,1,1,2021-02-01T00:00:00Z,303,4208,1974,1,NA,22,1992-03-23T00:00:00Z,303,2013-07-18T00:00:00Z,34,1995-01-18T00:00:00Z,NA,Ichthyborus microlepis,Ichthyborus microlepis microlepis,Ichthyborus besse
Ichthyoborus besse,synonym,5251,Ichthyborus besse,Teleostei,Characiformes,Distichodontidae,Ichthyborus,NA,TRUE,besse,1,0,5185,Ichthyoborus,besse,"(Joannis, 1835)",1835,2936,NA,besse,Misspelling of the generic name.,NA,NA,NA,0,0,senior synonym,NA,new combination,0,1,NA,0,0,0,27240,255,"GSD status set up by query, Nicolas, 17/12/10",0,9,NA,NA,3727,2355,1,NA,10,2004-08-13T00:00:00Z,303,2006-07-25T00:00:00Z,NA,NA,NA,Ichthyoborus besse,Ichthyoborus besse besse,Ichthyborus besse
Psalidostoma caudimaculatum,synonym,5251,Ichthyborus besse,Teleostei,Characiformes,Distichodontidae,Ichthyborus,NA,TRUE,besse,1,0,5188,Psalidostoma,caudimaculatum,"Kner, 1864",1864,2936,NA,caudimaculatum,Year from Eschmeyer (CofF 1998: Ref. 26282).,NA,NA,NA,0,0,junior synonym,NA,original combination,0,0,NA,0,0,0,27242,4,NA,1,1,2021-02-01T00:00:00Z,303,4210,2639,1,NA,22,1992-03-23T00:00:00Z,303,2006-02-10T00:00:00Z,34,1995-01-18T00:00:00Z,NA,Psalidostoma caudimaculatum,Psalidostoma caudimaculatum caudimaculatum,Ichthyborus besse
Ichthyborus congolensis,accepted name,11224,Ichthyborus congolensis,Teleostei,Characiformes,Distichodontidae,Ichthyborus,NA,TRUE,congolensis,1,0,34408,Ichthyborus,congolensis,"Giltay, 1930",1930,7094,NA,congolensis,NA,NA,NA,NA,1,1,senior synonym,NA,change in rank,0,0,NA,0,0,0,27253,1,NA,0,9,NA,NA,3728,21342,0,NA,10,2012-11-02T00:00:00Z,303,2013-02-06T00:00:00Z,675,2012-11-02T00:00:00Z,NA,Ichthyborus congolensis,Ichthyborus congolensis congolensis,Ichthyborus congolensis
