speciesName	status	fbSpecCode	validName	class	order	family	genus	commonName	commonSpecies
Scomberesox forsteri	synonym	9027	Scomberesox scombroides	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	King gar	TRUE
Scomberesox saurus	accepted name	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scomberesox saurus saurus	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scomberesox saurus scomberoides	synonym	9027	Scomberesox scombroides	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	King gar	TRUE
Scomberesox saurus scombroides	synonym	9027	Scomberesox scombroides	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	King gar	TRUE
Scomberesox scombroides	accepted name	9027	Scomberesox scombroides	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	King gar	TRUE
Scomberesox scutellatum	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scomberesox simulans	accepted name	7754	Scomberesox simulans	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Dwarf saury	TRUE
Scomberesox stolatus	synonym	9027	Scomberesox scombroides	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	King gar	TRUE
Scomberesox storeri	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scomberoides commercianus	synonym	1950	Scomberoides commersonnianus	Teleostei	Carangiformes	Carangidae	Scomberoides	Talang queenfish	TRUE
Scomberoides commersonianus	synonym	1950	Scomberoides commersonnianus	Teleostei	Carangiformes	Carangidae	Scomberoides	Talang queenfish	TRUE
Scomberoides commersonnianus	accepted name	1950	Scomberoides commersonnianus	Teleostei	Carangiformes	Carangidae	Scomberoides	Talang queenfish	TRUE
Scomberoides formosanus	synonym	1953	Scomberoides tol	Teleostei	Carangiformes	Carangidae	Scomberoides	Needlescaled queenfish	TRUE
Scomberoides iysan	synonym	1951	Scomberoides lysan	Teleostei	Carangiformes	Carangidae	Scomberoides	Doublespotted queenfish	TRUE
Scomberoides lysan	accepted name	1951	Scomberoides lysan	Teleostei	Carangiformes	Carangidae	Scomberoides	Doublespotted queenfish	TRUE
Scomberoides moadetta	synonym	1951	Scomberoides lysan	Teleostei	Carangiformes	Carangidae	Scomberoides	Doublespotted queenfish	TRUE
Scomberoides orientalis	synonym	1951	Scomberoides lysan	Teleostei	Carangiformes	Carangidae	Scomberoides	Doublespotted queenfish	TRUE
Scomberoides sanctipetri	synonym	1951	Scomberoides lysan	Teleostei	Carangiformes	Carangidae	Scomberoides	Doublespotted queenfish	TRUE
Scomberoides tol	accepted name	1953	Scomberoides tol	Teleostei	Carangiformes	Carangidae	Scomberoides	Needlescaled queenfish	TRUE
Scomberoides tolooparah	synonym	1951	Scomberoides lysan	Teleostei	Carangiformes	Carangidae	Scomberoides	Doublespotted queenfish	TRUE
Scomberomorous commerson	synonym	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scomberomorous guttatus	synonym	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scomberomorus argyreus	synonym	141	Scomberomorus tritor	Teleostei	Scombriformes	Scombridae	Scomberomorus	West African Spanish mackerel	TRUE
Scomberomorus commercon	synonym	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scomberomorus commerson	accepted name	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scomberomorus commersoni	synonym	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scomberomorus commersonii	synonym	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scomberomorus crookewiti	synonym	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scomberomorus guttatum	synonym	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scomberomorus guttatus	accepted name	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scomberomorus interruptus	synonym	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scomberomorus kuhlii	synonym	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scomberomorus plurilineatus	accepted name	132	Scomberomorus plurilineatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Kanadi kingfish	TRUE
Scomberomorus tritor	accepted name	141	Scomberomorus tritor	Teleostei	Scombriformes	Scombridae	Scomberomorus	West African Spanish mackerel	TRUE
Scomberomous guttatum	synonym	123	Scomberomorus guttatus	Teleostei	Scombriformes	Scombridae	Scomberomorus	Indo-Pacific king mackerel	TRUE
Scombeserox saurus	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scombresox forsteri	synonym	9027	Scomberesox scombroides	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	King gar	TRUE
Scombresox rondeleti	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scombresox rondeletii	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scombresox saurus	synonym	1084	Scomberesox saurus	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	Atlantic saury	TRUE
Scombresox scombroides	synonym	9027	Scomberesox scombroides	Teleostei	Beloniformes	Scomberesocidae	Scomberesox	King gar	TRUE
Scombrolabrax heterolepis	accepted name	4438	Scombrolabrax heterolepis	Teleostei	Scombriformes	Scombrolabracidae	Scombrolabrax	Longfin escolar	TRUE
Scombrops boops	accepted name	10360	Scombrops boops	Teleostei	Acropomatiformes	Scombropidae	Scombrops	Gnomefish	TRUE
Scombrops cheilodipteroides	synonym	10360	Scombrops boops	Teleostei	Acropomatiformes	Scombropidae	Scombrops	Gnomefish	TRUE
Scombrops dubius	synonym	10360	Scombrops boops	Teleostei	Acropomatiformes	Scombropidae	Scombrops	Gnomefish	TRUE
Scomer sypterus	synonym	364	Pomatomus saltatrix	Teleostei	Scombriformes	Pomatomidae	Pomatomus	Bluefish	TRUE
Scomeroides tol	synonym	1953	Scomberoides tol	Teleostei	Carangiformes	Carangidae	Scomberoides	Needlescaled queenfish	TRUE
Scomerommorus commerson	synonym	121	Scomberomorus commerson	Teleostei	Scombriformes	Scombridae	Scomberomorus	Narrow-barred Spanish mackerel	TRUE
Scopelarchoides danae	accepted name	16627	Scopelarchoides danae	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchoides	Dana pearleye	TRUE
Scopelarchoides signifer	accepted name	16718	Scopelarchoides signifer	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchoides	NA	TRUE
Scopelarchus anale	synonym	16630	Scopelarchus analis	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchus	Short fin pearleye	TRUE
Scopelarchus analis	accepted name	16630	Scopelarchus analis	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchus	Short fin pearleye	TRUE
Scopelarchus beebei	synonym	16630	Scopelarchus analis	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchus	Short fin pearleye	TRUE
Scopelarchus candelops	synonym	16630	Scopelarchus analis	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchus	Short fin pearleye	TRUE
Scopelarchus cavei	synonym	16636	Scopelarchus michaelsarsi	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchus	Bigfin pearleye	TRUE
Scopelarchus guentheri	accepted name	16633	Scopelarchus guentheri	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchus	Staring pearleye	TRUE
Scopelarchus michaelsarsi	accepted name	16636	Scopelarchus michaelsarsi	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchus	Bigfin pearleye	TRUE
Scopelarchus sagax	synonym	16630	Scopelarchus analis	Teleostei	Aulopiformes	Scopelarchidae	Scopelarchus	Short fin pearleye	TRUE
Scopelengy whoi	synonym	5119	Scopelengys tristis	Teleostei	Myctophiformes	Neoscopelidae	Scopelengys	Pacific blackchin	TRUE
Scopelengys dispar	synonym	5119	Scopelengys tristis	Teleostei	Myctophiformes	Neoscopelidae	Scopelengys	Pacific blackchin	TRUE
Scopelengys fristis	synonym	5119	Scopelengys tristis	Teleostei	Myctophiformes	Neoscopelidae	Scopelengys	Pacific blackchin	TRUE
Scopelengys lugubris	synonym	5119	Scopelengys tristis	Teleostei	Myctophiformes	Neoscopelidae	Scopelengys	Pacific blackchin	TRUE
Scopelengys tristes	synonym	5119	Scopelengys tristis	Teleostei	Myctophiformes	Neoscopelidae	Scopelengys	Pacific blackchin	TRUE
Scopelengys tristis	accepted name	5119	Scopelengys tristis	Teleostei	Myctophiformes	Neoscopelidae	Scopelengys	Pacific blackchin	TRUE
Scopelengys tristris	synonym	5119	Scopelengys tristis	Teleostei	Myctophiformes	Neoscopelidae	Scopelengys	Pacific blackchin	TRUE
Scopelengys whoi	synonym	5119	Scopelengys tristis	Teleostei	Myctophiformes	Neoscopelidae	Scopelengys	Pacific blackchin	TRUE
Scopelopsis caudalis	synonym	4723	Scopelopsis multipunctatus	Teleostei	Myctophiformes	Myctophidae	Scopelopsis	Multispotted lanternfish	TRUE
Scopelopsis multipunctatus	accepted name	4723	Scopelopsis multipunctatus	Teleostei	Myctophiformes	Myctophidae	Scopelopsis	Multispotted lanternfish	TRUE
Scopelosarus lepidus	synonym	9159	Scopelosaurus lepidus	Teleostei	Aulopiformes	Notosudidae	Scopelosaurus	Blackfin waryfish	TRUE
Scopelosaurus argenteus	accepted name	9158	Scopelosaurus argenteus	Teleostei	Aulopiformes	Notosudidae	Scopelosaurus	Waryfish	TRUE
Scopelosaurus craddocki	accepted name	60953	Scopelosaurus craddocki	Teleostei	Aulopiformes	Notosudidae	Scopelosaurus	NA	TRUE
Scopelosaurus lepidus	accepted name	9159	Scopelosaurus lepidus	Teleostei	Aulopiformes	Notosudidae	Scopelosaurus	Blackfin waryfish	TRUE
Scopelosaurus meadi	accepted name	9161	Scopelosaurus meadi	Teleostei	Aulopiformes	Notosudidae	Scopelosaurus	Blackring waryfish	TRUE
Scopelosaurus meadii	synonym	9161	Scopelosaurus meadi	Teleostei	Aulopiformes	Notosudidae	Scopelosaurus	Blackring waryfish	TRUE
Scopelus acanthurus	synonym	621	Ceratoscopelus maderensis	Teleostei	Myctophiformes	Myctophidae	Ceratoscopelus	Madeira lantern fish	TRUE
Scopelus affinis	synonym	7424	Myctophum affine	Teleostei	Myctophiformes	Myctophidae	Myctophum	Metallic lantern fish	TRUE
Scopelus antarcticus	synonym	6984	Electrona antarctica	Teleostei	Myctophiformes	Myctophidae	Electrona	Antarctic lanternfish	TRUE
Scopelus argenteus	synonym	259	Lampanyctodes hectoris	Teleostei	Myctophiformes	Myctophidae	Lampanyctodes	Hector's lanternfish	TRUE
Scopelus asper	synonym	4488	Dasyscopelus asper	Teleostei	Myctophiformes	Myctophidae	Dasyscopelus	Prickly lanternfish	TRUE
Scopelus balbo	synonym	1796	Evermannella balbo	Teleostei	Aulopiformes	Evermannellidae	Evermannella	Balbo sabretooth	TRUE
Scopelus benoiti	synonym	1718	Hygophum benoiti	Teleostei	Myctophiformes	Myctophidae	Hygophum	Benoit's lanternfish	TRUE
Scopelus bericoides	synonym	46	Melanolagus bericoides	Teleostei	Argentiniformes	Bathylagidae	Melanolagus	Bigscale deepsea smelt	TRUE
Scopelus bonapartii	synonym	617	Lampanyctus crocodilus	Teleostei	Myctophiformes	Myctophidae	Lampanyctus	Jewel lanternfish	TRUE
Scopelus borealis	synonym	754	Maurolicus muelleri	Teleostei	Stomiiformes	Sternoptychidae	Maurolicus	Silvery lightfish	TRUE
Scopelus caninianus	synonym	1328	Myctophum punctatum	Teleostei	Myctophiformes	Myctophidae	Myctophum	Spotted lanternfish	TRUE
Scopelus caudispinosus	synonym	7417	Notoscopelus caudispinosus	Teleostei	Myctophiformes	Myctophidae	Notoscopelus	Lobisomem	TRUE
Scopelus cocco	synonym	1716	Gonichthys cocco	Teleostei	Myctophiformes	Myctophidae	Gonichthys	Cocco’s lanternfish	TRUE
Scopelus coccoi	synonym	1716	Gonichthys cocco	Teleostei	Myctophiformes	Myctophidae	Gonichthys	Cocco’s lanternfish	TRUE
Scopelus colletti	synonym	6984	Electrona antarctica	Teleostei	Myctophiformes	Myctophidae	Electrona	Antarctic lanternfish	TRUE
Scopelus crassiceps	synonym	5117	Poromitra crassiceps	Teleostei	Beryciformes	Melamphaidae	Poromitra	Crested bigscale	TRUE
Scopelus crocodilus	synonym	617	Lampanyctus crocodilus	Teleostei	Myctophiformes	Myctophidae	Lampanyctus	Jewel lanternfish	TRUE
Scopelus cuvieri	synonym	4491	Dasyscopelus spinosus	Teleostei	Myctophiformes	Myctophidae	Dasyscopelus	Spiny lantern fish	TRUE
Scopelus doderleini	synonym	621	Ceratoscopelus maderensis	Teleostei	Myctophiformes	Myctophidae	Ceratoscopelus	Madeira lantern fish	TRUE
Scopelus dofleini	synonym	1794	Lobianchia dofleini	Teleostei	Myctophiformes	Myctophidae	Lobianchia	Dofleini's lantern fish	TRUE
Scopelus dumerilii	synonym	6590	Diaphus dumerilii	Teleostei	Myctophiformes	Myctophidae	Diaphus	Dumeril's lanternfish	TRUE
Scopelus elongatus	synonym	841	Notoscopelus elongatus	Teleostei	Myctophiformes	Myctophidae	Notoscopelus	NA	TRUE
Scopelus gemellari	synonym	1795	Lobianchia gemellarii	Teleostei	Myctophiformes	Myctophidae	Lobianchia	Cocco's lantern fish	TRUE
Scopelus gemellarii	synonym	1795	Lobianchia gemellarii	Teleostei	Myctophiformes	Myctophidae	Lobianchia	Cocco's lantern fish	TRUE
Scopelus gemmifer	synonym	617	Lampanyctus crocodilus	Teleostei	Myctophiformes	Myctophidae	Lampanyctus	Jewel lanternfish	TRUE
Scopelus glacialis	synonym	21	Benthosema glaciale	Teleostei	Myctophiformes	Myctophidae	Benthosema	Glacier lantern fish	TRUE
Scopelus gracile	synonym	1716	Gonichthys cocco	Teleostei	Myctophiformes	Myctophidae	Gonichthys	Cocco’s lanternfish	TRUE
Scopelus gracilis	synonym	1716	Gonichthys cocco	Teleostei	Myctophiformes	Myctophidae	Gonichthys	Cocco’s lanternfish	TRUE
Scopelus hectoris	synonym	259	Lampanyctodes hectoris	Teleostei	Myctophiformes	Myctophidae	Lampanyctodes	Hector's lanternfish	TRUE
Scopelus heideri	synonym	1328	Myctophum punctatum	Teleostei	Myctophiformes	Myctophidae	Myctophum	Spotted lanternfish	TRUE
Scopelus holti	synonym	1711	Diaphus holti	Teleostei	Myctophiformes	Myctophidae	Diaphus	Small lantern fish	TRUE
Scopelus hookeri	synonym	16720	Symbolophorus barnardi	Teleostei	Myctophiformes	Myctophidae	Symbolophorus	Barnards lanternfishes	TRUE
Scopelus humboldtii	synonym	754	Maurolicus muelleri	Teleostei	Stomiiformes	Sternoptychidae	Maurolicus	Silvery lightfish	TRUE
Scopelus hygomii	synonym	1719	Hygophum hygomii	Teleostei	Myctophiformes	Myctophidae	Hygophum	Bermuda lantern fish	TRUE
Scopelus jagorii	synonym	1716	Gonichthys cocco	Teleostei	Myctophiformes	Myctophidae	Gonichthys	Cocco’s lanternfish	TRUE
Scopelus macrochir	synonym	16665	Hygophum macrochir	Teleostei	Myctophiformes	Myctophidae	Hygophum	Large-finned lanternfish	TRUE
Scopelus macrolepidotus	synonym	7422	Neoscopelus macrolepidotus	Teleostei	Myctophiformes	Neoscopelidae	Neoscopelus	Large-scaled lantern fish	TRUE
Scopelus maderensis	synonym	621	Ceratoscopelus maderensis	Teleostei	Myctophiformes	Myctophidae	Ceratoscopelus	Madeira lantern fish	TRUE
Scopelus maurolici	synonym	754	Maurolicus muelleri	Teleostei	Stomiiformes	Sternoptychidae	Maurolicus	Silvery lightfish	TRUE
Scopelus metopoclampum	synonym	7438	Diaphus metopoclampus	Teleostei	Myctophiformes	Myctophidae	Diaphus	Spothead lantern fish	TRUE
Scopelus microps	synonym	7146	Melamphaes microps	Teleostei	Beryciformes	Melamphaidae	Melamphaes	NA	TRUE
Scopelus nigroocellatus	synonym	11879	Centrobranchus nigroocellatus	Teleostei	Myctophiformes	Myctophidae	Centrobranchus	Roundnose lanternfish	TRUE
Scopelus ovatus	synonym	1804	Ichthyococcus ovatus	Teleostei	Stomiiformes	Phosichthyidae	Ichthyococcus	Lightfish	TRUE
Scopelus parvimanus	synonym	21	Benthosema glaciale	Teleostei	Myctophiformes	Myctophidae	Benthosema	Glacier lantern fish	TRUE
Scopelus phengodes	synonym	16715	Ctenoscopelus phengodes	Teleostei	Myctophiformes	Myctophidae	Ctenoscopelus	Bright lanternfish	TRUE
Scopelus poweriae	synonym	1781	Vinciguerria poweriae	Teleostei	Stomiiformes	Phosichthyidae	Vinciguerria	Power's deep-water bristle-mouth fish	TRUE
Scopelus pseudocrocodilus	synonym	841	Notoscopelus elongatus	Teleostei	Myctophiformes	Myctophidae	Notoscopelus	NA	TRUE
Scopelus pterotum	synonym	10238	Benthosema pterotum	Teleostei	Myctophiformes	Myctophidae	Benthosema	Skinnycheek lanternfish	TRUE
Scopelus pterotus	synonym	10238	Benthosema pterotum	Teleostei	Myctophiformes	Myctophidae	Benthosema	Skinnycheek lanternfish	TRUE
Scopelus punctatus	synonym	1328	Myctophum punctatum	Teleostei	Myctophiformes	Myctophidae	Myctophum	Spotted lanternfish	TRUE
Scopelus pusillus	synonym	623	Lampanyctus pusillus	Teleostei	Myctophiformes	Myctophidae	Lampanyctus	Pygmy lanternfish	TRUE
Scopelus rafinesqui	synonym	1712	Diaphus rafinesquii	Teleostei	Myctophiformes	Myctophidae	Diaphus	White-spotted lantern fish	TRUE
Scopelus rafinesquii	synonym	1712	Diaphus rafinesquii	Teleostei	Myctophiformes	Myctophidae	Diaphus	White-spotted lantern fish	TRUE
Scopelus reinhardtii	synonym	4520	Hygophum reinhardtii	Teleostei	Myctophiformes	Myctophidae	Hygophum	Reinhardt's lantern fish	TRUE
Scopelus resplendens	synonym	2735	Notoscopelus resplendens	Teleostei	Myctophiformes	Myctophidae	Notoscopelus	Patchwork lampfish	TRUE
Scopelus risso	synonym	1714	Electrona risso	Teleostei	Myctophiformes	Myctophidae	Electrona	Electric lantern fish	TRUE
Scopelus rissoi	synonym	1714	Electrona risso	Teleostei	Myctophiformes	Myctophidae	Electrona	Electric lantern fish	TRUE
Scopelus schmitzi	synonym	6590	Diaphus dumerilii	Teleostei	Myctophiformes	Myctophidae	Diaphus	Dumeril's lanternfish	TRUE
Scopelus scoticus	synonym	21	Benthosema glaciale	Teleostei	Myctophiformes	Myctophidae	Benthosema	Glacier lantern fish	TRUE
Scopelus speculigera	synonym	16673	Lampadena speculigera	Teleostei	Myctophiformes	Myctophidae	Lampadena	Mirror lanternfish	TRUE
Scopelus spinosus	synonym	4491	Dasyscopelus spinosus	Teleostei	Myctophiformes	Myctophidae	Dasyscopelus	Spiny lantern fish	TRUE
Scopelus uracoclampus	synonym	1795	Lobianchia gemellarii	Teleostei	Myctophiformes	Myctophidae	Lobianchia	Cocco's lantern fish	TRUE
Scopelus uraeoclampus	synonym	1795	Lobianchia gemellarii	Teleostei	Myctophiformes	Myctophidae	Lobianchia	Cocco's lantern fish	TRUE
Scopelus veranyi	synonym	1737	Symbolophorus veranyi	Teleostei	Myctophiformes	Myctophidae	Symbolophorus	Large-scale lantern fish	TRUE
Scopelus warmingii	synonym	6981	Ceratoscopelus warmingii	Teleostei	Myctophiformes	Myctophidae	Ceratoscopelus	Warming's lantern fish	TRUE
Scophtalmus rhombus	synonym	529	Scophthalmus rhombus	Teleostei	Pleuronectiformes	Scophthalmidae	Scophthalmus	Brill	TRUE
Scophthalmus maximus	accepted name	1348	Scophthalmus maximus	Teleostei	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot	TRUE
Scophthalmus ponticus	synonym	1348	Scophthalmus maximus	Teleostei	Pleuronectiformes	Scophthalmidae	Scophthalmus	Turbot	TRUE
Scophthalmus rhombus	accepted name	529	Scophthalmus rhombus	Teleostei	Pleuronectiformes	Scophthalmidae	Scophthalmus	Brill	TRUE
Scorpaena afimbria	synonym	1760	Scorpaena notata	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Scorpaena	Small red scorpionfish	TRUE
Scorpaena albobrunnea	synonym	5811	Sebastapistes cyanostigma	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Sebastapistes	Yellowspotted scorpionfish	TRUE
Scorpaena angolensis	accepted name	5019	Scorpaena angolensis	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Scorpaena	Angola rockfish	TRUE
Scorpaena annobonae	accepted name	17252	Scorpaena annobonae	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Scorpaena	NA	TRUE
Scorpaena antennata	synonym	4914	Pterois antennata	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Pterois	Broadbarred firefish	TRUE
Scorpaena asperella	synonym	7780	Iracundus signifer	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Iracundus	Decoy scorpionfish	TRUE
Scorpaena aurita	synonym	27438	Parascorpaena aurita	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Parascorpaena	Golden scorpionfish	TRUE
Scorpaena axillaris	synonym	5813	Sebastapistes mauritiana	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Sebastapistes	Spineblotch scorpionfish	TRUE
Scorpaena barbata	synonym	12767	Scorpaenopsis barbata	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Scorpaenopsis	Bearded scorpionfish	TRUE
Scorpaena barffi	synonym	4913	Pterois radiata	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Pterois	Radial firefish	TRUE
Scorpaena bellicosa	synonym	27438	Parascorpaena aurita	Teleostei	Perciformes/Scorpaenoidei	Scorpaenidae	Parascorpaena	Golden scorpionfish	TRUE
Scorpaena biaculeata	synonym	6388	Minous monodactylus	Teleostei	Perciformes/Scorpaenoidei	Synanceiidae	Minous	Grey stingfish	TRUE
Scorpaena brachion	synonym	5825	Synanceia verrucosa	Teleostei	Perciformes/Scorpaenoidei	Synanceiidae	Synanceia	Stonefish	TRUE
